zone_id,timestamp,temperature,traffic_index,energy_demand_kwh
1,2024-01-01 00:00:00,27.483570765056164,0.6674825822590698,126.89952822738579
1,2024-01-01 01:00:00,24.308678494144075,0.6045678403344003,114.23282814241433
1,2024-01-01 02:00:00,28.23844269050346,1.1364302495436367,148.76153797150783
1,2024-01-01 03:00:00,32.61514928204013,1.206475726486901,169.8290748189187
1,2024-01-01 04:00:00,23.829233126383322,0.531586144825642,99.85432590107845
1,2024-01-01 05:00:00,23.8293152152541,1.4362122462436897,146.89525860929308
1,2024-01-01 06:00:00,32.896064077536955,0.5519712836514724,135.7499387089517
1,2024-01-01 07:00:00,28.837173645764544,1.0412963353010705,150.62663811506584
1,2024-01-01 08:00:00,22.65262807032524,1.2090605194509165,138.70903800655486
1,2024-01-01 09:00:00,27.712800217929825,1.3709691237460855,144.034980830854
1,2024-01-01 10:00:00,22.682911535937688,1.2140869321324277,133.59789167918203
1,2024-01-01 11:00:00,22.671351232148716,1.3017280830697917,131.4342863883563
1,2024-01-01 12:00:00,26.20981135783017,0.8394501925428061,143.3631998779305
1,2024-01-01 13:00:00,15.43359877671101,1.3148251137465121,125.5250674525368
1,2024-01-01 14:00:00,16.375410837434835,0.5801148463846751,124.16617392394001
1,2024-01-01 15:00:00,22.188562353795135,1.3948166560605277,140.61501625125987
1,2024-01-01 16:00:00,19.93584439832788,1.0475923761537362,119.21539241216323
1,2024-01-01 17:00:00,26.571236662976368,1.3172977699624937,132.52426249869927
1,2024-01-01 18:00:00,20.459879622393945,0.9523182845183001,106.45791101777743
1,2024-01-01 19:00:00,17.938481493323543,1.1435776951965249,109.34293441248793
1,2024-01-01 20:00:00,32.32824384460777,1.0264026609361132,153.11983402741376
1,2024-01-01 21:00:00,23.871118497567323,1.2315895217553319,144.77717288009396
1,2024-01-01 22:00:00,25.33764102343962,0.5816299820305896,107.31227448747559
1,2024-01-01 23:00:00,17.87625906893272,0.5603520839905638,116.51346379834351
1,2024-01-02 00:00:00,22.278086377374088,0.7471032340101464,117.13865925821817
1,2024-01-02 01:00:00,25.55461294854933,0.6595446801131883,127.36349642034982
1,2024-01-02 02:00:00,19.245032112888488,1.3717835665922018,150.76577750609727
1,2024-01-02 03:00:00,26.87849009172836,0.7192139873580443,139.30179296285337
1,2024-01-02 04:00:00,21.996806550405974,1.4758652558191314,140.58426429632758
1,2024-01-02 05:00:00,23.541531251033618,0.8368957917711068,118.27801400104757
1,2024-01-02 06:00:00,21.991466938853016,0.6821179156886993,97.92831733507396
1,2024-01-02 07:00:00,34.26139092254469,1.2896985071424791,155.02220386693955
1,2024-01-02 08:00:00,24.93251387631033,1.1587077755008761,137.51495862937
1,2024-01-02 09:00:00,19.711445355220498,0.998195716453139,114.49696693252332
1,2024-01-02 10:00:00,29.112724560515943,1.0553635509376313,143.5737859782378
1,2024-01-02 11:00:00,18.895781750144888,1.219201778272264,130.1361356780454
1,2024-01-02 12:00:00,26.044317975023777,0.7284547413312987,126.6937183719057
1,2024-01-02 13:00:00,15.201649380601122,1.496333916056742,123.7932904346699
1,2024-01-02 14:00:00,18.359069755507846,1.4747931621467831,137.64848109508648
1,2024-01-02 15:00:00,25.984306179345616,1.1503256863469369,145.89778944479343
1,2024-01-02 16:00:00,28.692332899977053,0.6995424509291451,122.4669485534
1,2024-01-02 17:00:00,25.85684140594985,1.1802282424312913,156.22985388230114
1,2024-01-02 18:00:00,24.421758588058797,0.5721984089791758,120.02358812265025
1,2024-01-02 19:00:00,23.494481522053555,0.5306525022058061,118.09703433972976
1,2024-01-02 20:00:00,17.607390048162863,0.7576828885112137,120.0274109842277
1,2024-01-02 21:00:00,21.400778958026457,0.9626229567393163,129.01240793086743
1,2024-01-02 22:00:00,22.696806145201062,1.3682725054083806,150.97315379178602
1,2024-01-02 23:00:00,30.285611131094576,1.227169069766308,155.25753600719665
1,2024-01-03 00:00:00,26.71809144784231,1.242706521199981,139.59300478527967
1,2024-01-03 01:00:00,16.18479922318633,0.9254933344480754,118.74943373187594
1,2024-01-03 02:00:00,26.620419846973974,0.8459349925469629,122.18162739715021
1,2024-01-03 03:00:00,23.074588597918417,0.8710387629846027,128.36593714314014
1,2024-01-03 04:00:00,21.615389998470206,1.4876495637360578,142.52796700257755
1,2024-01-03 05:00:00,28.05838144420434,0.5401091914124825,125.23887005805776
1,2024-01-03 06:00:00,30.154997612479754,1.3670314961224486,155.03556499424366
1,2024-01-03 07:00:00,29.656400595580994,1.0786754085723933,127.85457299335738
1,2024-01-03 08:00:00,20.803912383886807,0.9386154191895905,119.27903826605171
1,2024-01-03 09:00:00,23.453938120743928,1.2252576604151364,139.5940550653531
1,2024-01-03 10:00:00,26.65631715701782,0.9866689414247029,139.51126647675073
